ReviewBody,subjetivo,polaridade
['Para quem não come muito 1 moqueca é suficiente para 3 pessoas!'],[0.35],[0.1]
"['Barraca de praia que serve principalmente frutos do mar, possui uma estrutura razoável mas dentro do necessário para um apoio na praia.']",[0.6444444444444445],[0.12222222222222223]
"['Servem pratos regionais executivos tendo opções avulsas de porções como o Cuxá, Arroz de Toucinho,  Vatapá e Farofa com Caranguejo.']",[0.5],[0.0]
['Foi ao manekineko (casa shopping) com minha esposa e mais uma vez fomos atendidos de forma excepcional.'],[1.0],[0.6666666666666666]
['Gostaria de parabenizar toda equipe de funcionarios em especial ao garçon Tadeu e ao gerente Rafael que nos atenderam de forma exemplar.'],[0.47916666666666663],[0.08333333333333333]
['Voltaremos mais vezes devido ao atendimento que nos foi dado.'],[0.2916666666666667],[0.125]
"['Fomos num sábado, ambiente elegante, equipe gentil e simpática.']",[0.7999999999999999],[0.4916666666666667]
"['Comemos um curry bem gostoso, mas o filé não era filé.']",[0.3],[0.2]
['A sobremesa (wonton de abacaxi com geléia de pimenta e sorvete) estava ótima.'],[0.75],[0.8]
"['Apesar de não pertencer ao público principal da casa (gamers), fiquei muito satisfeita com o ambiente, o atendimento, os drinks e petiscos.']",[0.6666666666666666],[0.4083333333333333]
['Vale muito a pena.'],[0.1],[0.3]
"['Se tratando de uma casa do Fasano, a expectativa é sempre alta.']",[0.5399999999999999],[0.16]
['E o Parigi Bistrot não decepciona.'],[0.0],[0.0]
['Atendimento muito atencioso e cortês.'],[1.0],[0.56]
['Serviço impecável com muita consistência.'],[0.75],[0.775]
"['Os pratos vieram no tempo correto, com excelente apresentação.']",[0.7678571428571428],[0.6428571428571428]
['Atendimento no bar durante a espera muito bom.'],[0.7800000000000001],[0.9099999999999999]
['Boa carta de vinhos.'],[0.6000000000000001],[0.7]
"['O preço é salgado, mas vale pela experiência e excelência nos pratos.']",[0.1],[0.3]
"['Almoço de sábado, sem fila, ambiente muito agradável e fofo, atendimento ótimo.']",[0.9166666666666666],[0.6933333333333334]
"['Pedimos uma lasanha de camarão com queijo brie pra 2, que estava ótima, e uma lasanha de bacalhau, que também estava gostosa mas tinham algumas espinhas que incomodaram.']",[0.875],[0.9]
['De sobremesa o pavê bottino é dos deuses!'],[0.0],[0.0]
['Ótima comida italiana!'],[0.375],[0.4]
['!'],[0.0],[0.0]
"['Restaurante sofisticado, com bela vista, situado no shopping cidade jardim.']",[1.0],[0.675]
['Cardápio focado pratos italianos.'],[0.0],[0.0]
['Em todas visita que fizemos estava excelente!'],[1.0],[1.0]
"['Carta de vinhos, boa, acho valor pouco elevados valores dos vinhos,  comparado com outros restaurantes,  mas não tira brilho.']",[0.4634615384615384],[0.17115384615384613]
['Vale muito a visita'],[0.1],[0.3]
['Um dos melhores restaurante que ja fui em São Paulo.'],[0.3],[1.0]
"['O ambiente é simples e agradavel, o patio no fundo é muito aconchegante.']",[0.574702380952381],[0.11833333333333332]
"['O serviço é atencioso e cordial, como dever ser e ao nivel do restaurante.']",[0.9],[0.4]
"['Para uma primeira vez vale o menu degustação, onde é possivel apreender o cardapio e justo de valor pela excelencia dos pratos.']",[0.5833333333333334],[0.3125]
"['Os bombons de entrada, a lula, cordeiro e tuberculos.']",[0.0],[0.0]
['.. muito muito bom.'],[0.7800000000000001],[0.9099999999999999]
"['Comida boa bom churasco, a casa serve tambem comida Japonesa, porem o ``senhor que nos recepciona Sr Hugo`` não foi honesto na decrição dos valores, pois minha esposa nao come churrasco e foi me dito um preço por kilo na comida japonesa porem na hora de pesar era outro, ele veio com desculpas esfarrapadas e passou a ser antipático ou seja fiquem experto!!']",[0.47500000000000003],[0.05312499999999998]
['!'],[0.0],[0.0]
"['Umas das melhores,  se não, a melhor esfiha de SP.']",[0.3],[1.0]
['Super recomendo.'],[0.5399999999999999],[0.16]
"['A esfiha é feita na hora, quentinha, impossível não pedir mais!!']",[0.65],[0.25364583333333335]
['Vá e certamente voltará!'],[0.4444444444444444],[0.25]
"['Era muito bom  pena que a qualidade despencou,  estive jantando lá semana passada e infelizmente constatei que o KAWA não é mais o mesmo.']",[0.49291666666666667],[0.10249999999999998]
"['Peixe servido não era nada fresco, comida em geral fria, shimeji totalmente frio e salgado, excesso de arroz nos sushis, atendimento dos funcionários deixou a desejar.']",[0.54],[-0.13999999999999999]
['Ainda bem que São paulo tem outras opções.'],[0.48750000000000004],[0.2875]
['NÃO RECOMENDO !'],[0.0],[0.0]
['Melhor sorveteria da cidade!!!!!!'],[0.3],[1.0]
"['Vale muito a pena, principalmente após um passeio a beira mar.']",[0.55],[0.15]
['Venham conhecer.'],[0.0],[0.0]
['Um ótimo lugar para comer um bom churrasco.'],[0.675],[0.75]
['Os preços são razoáveis e o rodízio de pizza tbm não deixa a desejar no cardápio.'],[0.6],[0.2]
"['O melhor do restaurante, é sem dúvidas, o bom atendimento e a temática do ambiente.']",[0.45000000000000007],[0.85]
['Lugar bom e bonito.'],[0.8],[0.7749999999999999]
['Comida bem preparada.'],[0.0],[0.0]
"['Atendimento eficiente, preço na média de outros lugares.']",[0.39999999999999997],[-0.15]
['Super indico !'],[0.6666666666666666],[0.41666666666666663]
"[""Domino's é Domino's!""]",[0.0],[0.0]
"['Mas, neste caso, é preferível ligar ou retirar no balcão do que planejar comer no restaurante!']",[0.5],[0.625]
"['Copos de Plástico, Mesas Sujas, Atendimento bem fraco!']",[0.79],[-0.625]
"['Quando pedi para me embrulharem a outra metade da pizza para viagem, me deram uma caixa e nada mais!']",[0.2708333333333333],[-0.16666666666666666]
"['Fiquei esperando, mas, nenhuma reação da outra parte em servir ao cliente!']",[0.375],[-0.15625]
['Fraco!'],[0.625],[-0.46875]
"['Excelente rodizio, Buffet variado e excelente  ambiente familiar .']",[1.0],[1.0]
"['Voce não pode deixar xe experimentar o pure de macaxeira, a farofa e os doces.']",[0.5],[0.21428571428571427]
['Cada dia que vou na Quitinete me apaixono mais pela comida!'],[0.55],[0.5625]
"['O ambiente é bem aconchegante, com certeza recomendo!']",[0.7732142857142857],[0.00392857142857142]
"['Sanduíche bom e costelinha tbm, preço um pouco elevado para o tipo de comida porém a comida é boa o atendimento tbm!']",[0.56],[0.38687499999999997]
['Vale a pena conhecer!'],[0.1],[0.375]
"['restaurante agradável,atedimento muito bom, ótima comida com preço justo, excelente localização.']",[0.8859999999999999],[0.8019999999999999]
['voltarei mais vezes.'],[0.25],[0.25]
['..'],[0.0],[0.0]
['Coco Bambu é sempre uma boa opção!'],[0.6000000000000001],[0.875]
['A última vez que fomos jantar foi para comemorar o aniversário de uma amiga.'],[0.06666666666666667],[0.0]
"['O ambiente é super aconchegante, bom atendimento e a comida deliciosa.']",[0.7541666666666667],[0.4583333333333333]
"['Contudo, se houver promoções para compras coletivas deve-se ter mais cautela e paciência porque o restaurante lota e o atendimento e a comida podem demorar.']",[0.4833333333333334],[0.26666666666666666]
['Muito bom.'],[0.7800000000000001],[0.9099999999999999]
['Acho que nas mesas deveria ter um pouco mais de iluminação.'],[0.5],[0.15625]
['Bom o serviço do bar fazendo sucos personalizados para meus filhos.'],[0.6000000000000001],[0.7]
['Muito sashimi!!'],[0.3],[0.3125]
"['Não acredito em sushi sendo sinônimo de preço muito alto, mas lá o preço é muito alto, sendo o ponto negativo.']",[0.5399999999999999],[0.16]
['ambiente agradável e comida deliciosa.'],[0.9833333333333334],[0.8666666666666667]
['Ótimo para quem aprecia um bom vinho acompanhado de uma boa massa.'],[0.65],[0.7333333333333334]
"['Culinária local, uma imensa variedade de peixes e os pratos são excepcionais.']",[0.6666666666666666],[0.2222222222222222]
"['Recomendo o tambaqui, em seus mais variados preparos, que é muito saboroso.']",[0.4],[0.35]
['O atendimento é bom e foi o melhor restaurante que conhecemos em Manaus.'],[0.45000000000000007],[0.85]
"['A comida é regional e bem feita, há bastante opções, o atendimento é impecável, o preço o mesmo de um self-service de shopping algo em torno de 60 reais o quilo.']",[0.4375],[0.375]
"['O que não concordei foi com sua posição em 1º lugar na cidade, é apenas um bom self-service e na minha opinião comi em pelo menos meia dúzia de lugares melhores!']",[0.4166666666666667],[0.21458333333333332]
"['Igual a todos os outros, inclusive na falta de limpeza nos banheiros, além de poucos sempre sujos, tem um bom estacionamento é de fácil acesso pra quem esta de carro pra quem esta a pé fica meio deserto a noite']",[0.4083333333333333],[0.02166666666666665]
"['Estávamos de viagem em SP, hospedados bem próximo ao restaurante, e por esse motivo resolvemos jantar por lá.']",[0.3],[0.2]
"['Mesmo sendo segunda feira, e passando das 21:50h, fomos muito bem atendidos pelo João Paulo.']",[0.3],[0.2]
['Experiência agradabilíssima!!'],[1.0],[1.0]
['Os pratos estavam deliciosos e foram servidos com rapidez.'],[0.75],[0.6666666666666666]
['A música ao vivo foi um brinde a parte!'],[0.5357142857142857],[0.29139610389610393]
"['Uma otima pedida para sanduiches, para agradar todos os tipois de paladar.']",[0.75],[0.8]
['Bom atendimento e otima localização'],[0.675],[0.75]
"['Com muita variedade, inclusive para os adeptos de saladas, o restaurante inova diariamente mudando o seu cardápio.']",[0.0],[0.0]
"['Fixos, apenas as saladas e seus componentes e os grelhados, todo o resto muda a cada dia.']",[0.6],[0.05]
"['De excelente qualidade, embora com preço um tanto salgado, tem bom atendimento, bonito ambiente e espaço aconchegante.']",[0.8375],[0.5874999999999999]
['Gostei bastante desse local.'],[0.8],[0.6]
['Vale a pena visitar.'],[0.1],[0.3]
['Fica na praia de Ipioca.'],[0.0],[0.0]
['A entrada é 25 reais.'],[0.0],[0.0]
['Há uma excelente estrutura.'],[1.0],[1.0]
"['Estive, uma vez mais, no KAMPAI BLUE e fui extremante bem recebido pelo Sr.  NEY, o qual foi de uma presteza e educação dignos de nota.']",[0.55],[-0.0625]
"['Quanto ao gerente, Sr ARLEY, o mesmo é sempre muito cortês e altamente profissional, mantendo a qualidade do atendimento de sua equipe e qualidade do menu, além de zelar pelo bem estar de todos os clientes.']",[0.55],[0.44]
['Parabéns KAMPAI BLUE por contar com colabores desse nível.'],[0.1],[0.0]
['Exatamente satisfeito!'],[1.0],[0.625]
"['O lugar, muito tradicional, não tem ar condicionado.']",[0.9750000000000001],[0.0]
['Só ventiladores de teto.'],[1.0],[0.0]
"['A espera é grande, mas o sabor do prato recompensa.']",[0.7],[0.225]
"['Há espaço para crianças brincarem e enquanto espera, você pode pedir petiscos e bebidas.']",[0.0],[0.0]
['O prato é bem servido e gostoso.'],[1.0],[1.0]
['Legal desse bar são as cervejas artesanais que são fabricadas na hora.'],[0.65],[0.35]
['Tem um sabor muito bom.'],[0.7800000000000001],[0.9099999999999999]
['Eu recomendo a tradicional que eles chamam de Pilsen.'],[0.75],[0.0]
"['Local agradável, mas nada de especial no sanduíche, vale a pena conhecer, já repetir fica a cargo de cada um.']",[0.5571428571428572],[0.41904761904761906]
"['Suco com água de coco, pastel de jaca, docinho de castanhas com cacau e nibs de cacau.']",[0.65],[0.35]
['.. A comida vegana mas deliciosa que já comi.'],[0.0],[0.0]
['Pretendo voltar.'],[1.0],[1.0]
"['Local lindo, agradável, atendimento impecável e comida nota 10!!!']",[0.9055555555555556],[0.861111111111111]
['Bolinho de macaxeira com camarão  + Meca grelhado + duo de cocada experimentem!'],[0.0],[0.0]
['!'],[0.0],[0.0]
['Estávamos no Prodigy ao lado do Bossa Nova Mall e fomos almoçar no Playa Sushi.'],[0.0],[0.0]
['Adoramos o Poke!'],[0.6],[0.625]
['Sucesso.'],[0.0],[0.3]
['Bem feito e preço justo.'],[0.9],[0.7]
['Não cheguei a comer nada.'],[0.0],[0.0]
['É uma casa de rock que muitas pessoas vão p dançar e paquerar.'],[0.5],[0.5]
"['Aos sábados, há open bar das 2h às 4h da manhã.']",[0.5],[0.0]
"['Às quintas, há show cover dos beatles.']",[0.0],[0.0]
"['A média de bebidas individuais (long neck, drinks, energético) fica entre 10 a 20 reais.']",[0.4000000000000001],[-0.06666666666666667]
['É legal p ir com amigos se divertir despretensiosamente.'],[0.42500000000000004],[0.32499999999999996]
"['A entrada é bastante cara(R$50), se vc considerar que não há nada demais na estrutura.']",[0.44999999999999996],[-0.15]
['Porém é garantia de um noite divertida em razão do público.'],[0.21388888888888888],[0.05833333333333333]
['Fomos atendidos pelo Garçom Anderson a Maitre Marcial e Celio.'],[0.0],[0.0]
['P almoço estava uma delícia.'],[1.0],[1.0]
['Recomendo o prato carne de sol do Maranhão.'],[0.0],[0.0]
"['Excelente restaurante, comida deliciosa e bom atendimento.']",[0.8666666666666667],[0.9]
"['A lasanha tartufo estava perfeita, o bacalhau impecável e o pudim de pistache muito bom.']",[0.8900000000000001],[0.955]
['No Rio Grande do Sul os descendentes de italianos (aqui chamados de Gringos) tem a liderança das churrascarias.'],[0.0],[0.0]
"['Contudo, para confirmar que toda regra tem exceção, existe a Churrascaria Schneider tocada por descendentes de alemães.']",[0.0],[0.0]
['Segue o modelo daquelas que servem as carnes nas mesas por sistema de rodízio.'],[0.0],[0.0]
"['Saladas e algumas entradas numa mesa central, estilo buffet, onde também são encontrados alguns pratos quentes.']",[0.55],[0.125]
['O diferencial fica por conta de outro buffet com deliciosos pratos quentes de frutos do mar.'],[0.7416666666666667],[0.375]
"['Impossível provar tudo, tantas são as variedades e no final, para liquidar com qualquer apetite, outra bancada, agora com sobremesas artesanais.']",[0.75],[-0.08333333333333331]
"['Boa Carta de Vinhos, Cervejas geladíssimas, Refrigerantes, Sucos e um expresso para arrematar.']",[0.65],[0.0066666666666666445]
['Possui estacionamento próprio com segurança.'],[1.0],[0.6]
"['Preço elevado, mas proporcional à qualidade.']",[0.5399999999999999],[0.16]
